App ID,App Name,Company Name,Company ID,Support URL,Seller URL,Website URLs,Website IDs,
49754,Adobe Analytics,Adobe Systems Incorporated,224,http://microsite.omniture.com/t2/help/en_US/analytics/ios/,http://microsite.omniture.com/t2/help/en_US/analytics/ios/,http://www.adobe.com/solutions/digital-analytics.html,http://adobe.com,[5]
49755,Adobe Anywhere for iPad,Adobe Systems Incorporated,224,http://www.adobe.com/products/adobeanywhere.html,http://www.adobe.com/products/adobeanywhere.html,http://www.adobe.com/products/adobeanywhere.html,http://adobe.com,[5]
49757,Adobe Connect Mobile,Adobe Systems Incorporated,224,http://www.adobe.com/support/connect/,http://www.adobe.com/support/connect/,,http://adobe.com,[5]
49759,Adobe Digital Marketing Forum 2014,Adobe Systems Incorporated,224,http://symposium.adobe.com/kr/,http://symposium.adobe.com/kr/,,http://adobe.com,[5]
49760,Adobe Digital Marketing Symposium 2014,Adobe Systems Incorporated,224,http://symposium.adobe.com,http://symposium.adobe.com,,http://adobe.com,[5]
49762,Adobe Experience Manager Communities,Adobe Systems Incorporated,224,http://helpx.adobe.com/aem-communities.html,http://helpx.adobe.com/aem-communities.html,http://www.adobe.com/solutions/web-experience-management/communities-for-learning.html,http://adobe.com,[5]
49765,Adobe Acrobat DC - PDF Reader and more,Adobe Systems Incorporated,224,http://www.adobe.com/go/acrobatdcmobile_forum,http://www.adobe.com/go/acrobatdcmobile_forum,,http://adobe.com,[5]
49768,Adobe Year in Review 2013,Adobe Systems Incorporated,224,http://helpx.adobe.com/support,http://helpx.adobe.com/support,,http://adobe.com,[5]
49769,Adobe? Digital Enterprise Platform ? Mobile,Adobe Systems Incorporated,224,http://www.adobe.com/go/adep_mobile,http://www.adobe.com/go/adep_mobile,,http://adobe.com,[5]
122280,MyExpression,Adobe Systems Incorporated,224,http://www.adobe.com/ap/support/contact/,http://www.adobe.com/ap/support/contact/,,http://adobe.com,[5]
115499,MAX 2014 Conference Guide,Adobe Systems Incorporated,224,http://max.adobe.com/faq/,http://max.adobe.com/faq/,http://max.adobe.com/,http://adobe.com,[5]
173876,APC sales tool,Adobe Systems Incorporated,224,http://www.adobe.com/la/,http://www.adobe.com/la/,,http://adobe.com,[5]
187760,Adobe Inspire,Adobe Systems Incorporated,224,http://www.adobe.com/inspire/help.html,http://www.adobe.com/inspire/help.html,http://www.adobe.com/inspire.html,http://adobe.com,[5]
187762,Adobe Tutorial Player for Photoshop,Adobe Systems Incorporated,224,http://www.adobe.com/technology/projects/tutorial-player.html,http://www.adobe.com/technology/projects/tutorial-player.html,http://www.adobe.com/technology/projects/tutorial-player.html,http://adobe.com,[5]
268850,Fixel ? Quickly clean up photos,Adobe Systems Incorporated,224,http://www.adobe.com/technology/adobe-labs.html,http://www.adobe.com/technology/adobe-labs.html,,http://adobe.com,[5]
348110,User Guide for Adobe Acrobat XI,Adobe Systems Incorporated,224,http://www.adobe.com/kr/aboutadobe/contact.html,http://www.adobe.com/kr/aboutadobe/contact.html,,http://adobe.com,[5]
467123,DPS Tips,Adobe Systems Incorporated,224,https://forums.adobe.com/community/dps,https://forums.adobe.com/community/dps,,http://adobe.com,[5]
550176,Adobe Ideas,Adobe Systems Incorporated,224,http://forums.adobe.com/community/creative_cloud_touch_apps/adobe_ideas/ios_ipad?,http://forums.adobe.com/community/creative_cloud_touch_apps/adobe_ideas/ios_ipad?,,http://adobe.com,[5]
550180,Adobe Illustrator Line,Adobe Systems Incorporated,224,http://www.adobe.com/go/inkandslide_support,http://www.adobe.com/go/inkandslide_support,http://www.adobe.com/go/inkandslide,http://adobe.com,[5]
550194,Adobe Photoshop Touch,Adobe Systems Incorporated,224,http://forums.adobe.com/community/creative_cloud_touch_apps/adobe_photoshop_touch,http://forums.adobe.com/community/creative_cloud_touch_apps/adobe_photoshop_touch,http://www.adobe.com/go/pstouch,http://adobe.com,[5]
550200,Adobe Photoshop Touch for phone,Adobe Systems Incorporated,224,http://forums.adobe.com/community/photoshop_touch_for_phone,http://forums.adobe.com/community/photoshop_touch_for_phone,http://www.adobe.com/go/pstouch,http://adobe.com,[5]
550206,Adobe? Eazel for Photoshop?,Adobe Systems Incorporated,224,http://www.adobe.com/go/learn_ps_connect_en,http://www.adobe.com/go/learn_ps_connect_en,http://www.photoshop.com/products/mobile/eazel,http://adobe.com,[5]
574939,George's Wallet,Adobe Systems Incorporated,224,https://dl.dropboxusercontent.com/spa/rtlkxueu2wul5bw/Exports/GeorgesWallet/GeorgesWallet.html,https://dl.dropboxusercontent.com/spa/rtlkxueu2wul5bw/Exports/GeorgesWallet/GeorgesWallet.html,http://voice.adobe.com/v/RhXZx4y-o_C,http://adobe.com,[5]
780160,Adobe Creative Cloud,Adobe Systems Incorporated,224,http://forums.adobe.com/community/creative_cloud,http://forums.adobe.com/community/creative_cloud,http://www.adobe.com/products/creativecloud.html,http://adobe.com,[5]
780162,Adobe Lightroom,Adobe Systems Incorporated,224,http://www.adobe.com/go/lrmobile_getstarted,http://www.adobe.com/go/lrmobile_getstarted,http://www.adobe.com/go/lrmobile,http://adobe.com,[5]
780165,Adobe Lightroom for iPhone,Adobe Systems Incorporated,224,http://www.adobe.com/go/lrmobile_getstarted,http://www.adobe.com/go/lrmobile_getstarted,http://www.adobe.com/go/lrmobile,http://adobe.com,[5]
780170,Adobe Photoshop Mix,Adobe Systems Incorporated,224,http://forums.adobe.com/community/photoshop_mix,http://forums.adobe.com/community/photoshop_mix,http://mix.adobe.com,http://adobe.com,[5]
780175,Adobe Prelude Live Logger,Adobe Systems Incorporated,224,http://www.adobe.com/go/pllforum,http://www.adobe.com/go/pllforum,http://success.adobe.com/en/na/programs/events/1309_39968_ibc.html,http://adobe.com,[5]
780177,Adobe Premiere Clip,Adobe Systems Incorporated,224,http://www.adobe.com/go/premiereclip_support,http://www.adobe.com/go/premiereclip_support,http://www.adobe.com/go/premiereclip,http://adobe.com,[5]
780185,Adobe Voice - Show Your Story,Adobe Systems Incorporated,224,http://getvoice.adobe.com/support,http://getvoice.adobe.com/support,http://getvoice.adobe.com,http://adobe.com,[5]
780186,Adobe? Color Lava for Photoshop?,Adobe Systems Incorporated,224,http://www.adobe.com/go/learn_ps_connect_en,http://www.adobe.com/go/learn_ps_connect_en,http://www.photoshop.com/products/mobile/colorlava,http://adobe.com,[5]
780192,Adobe? Nav for Photoshop?,Adobe Systems Incorporated,224,http://www.adobe.com/go/learn_ps_connect_en,http://www.adobe.com/go/learn_ps_connect_en,http://www.photoshop.com/products/mobile/nav,http://adobe.com,[5]
793358,Sea TV,Adobe Systems Incorporated,224,http://www.adobe.com,http://www.adobe.com,,http://adobe.com,[5]
804441,Adobe Brush CC,Adobe Systems Incorporated,224,http://forums.adobe.com,http://forums.adobe.com,,http://adobe.com,[5]
804449,Adobe Color CC ? capture color themes,Adobe Systems Incorporated,224,http://www.adobe.com/go/kulerforum,http://www.adobe.com/go/kulerforum,http://www.adobe.com/products/color.html,http://adobe.com,[5]
804457,Adobe Illustrator Draw,Adobe Systems Incorporated,224,https://forums.adobe.com/welcome,https://forums.adobe.com/welcome,,http://adobe.com,[5]
804464,Adobe Photoshop Sketch,Adobe Systems Incorporated,224,http://forums.adobe.com/community/sketch,http://forums.adobe.com/community/sketch,http://adobe.com/go/inkandslide,http://adobe.com,[5]
804471,Adobe Shape CC ? Capture and create vector shapes,Adobe Systems Incorporated,224,http://forums.adobe.com,http://forums.adobe.com,,http://adobe.com,[5]
804475,Adobe? Content Viewer,Adobe Systems Incorporated,224,http://www.adobe.com/products/digitalpublishingsuite,http://www.adobe.com/products/digitalpublishingsuite,,http://adobe.com,[5]
804480,Adobe? Story,Adobe Systems Incorporated,224,http://www.adobe.com/support/,http://www.adobe.com/support/,http://,http://adobe.com,[5]
939625,Adobe Edge Inspect CC,Adobe Systems Incorporated,224,http://adobe.com/go/edgeinspect_support,http://adobe.com/go/edgeinspect_support,http://adobe.com/go/edgeinspect,http://adobe.com,[5]
939629,Adobe Edu Forum 2015,Adobe Systems Incorporated,224,http://www.adobe.com,http://www.adobe.com,,http://adobe.com,[5]
939634,Adobe Scout,Adobe Systems Incorporated,224,http://www.adobe.com/go/scout_help,http://www.adobe.com/go/scout_help,http://www.adobe.com/go/scout,http://adobe.com,[5]
958720,Creative Cloud Tutorials,Adobe Systems Incorporated,224,http://learn.adobe.com,http://learn.adobe.com,,http://adobe.com,[5]
49761,Adobe eSign Manager DC,Adobe Systems Incorporated,224,https://www.echosign.adobe.com/en/support.html,https://www.echosign.adobe.com/en/support.html,https://www.echosign.adobe.com,http://adobe.com,[5]
49763,Adobe Fill & Sign ? Easy PDF form filler,Adobe Systems Incorporated,224,https://forums.adobe.com/community/acrobatdotcom,https://forums.adobe.com/community/acrobatdotcom,,http://adobe.com,[5]
134246,Presenter Mobile,Adobe Systems Incorporated,224,http://help.adobe.com/en_US/presenter/using/using-presenter-mobile-ipad.html,http://help.adobe.com/en_US/presenter/using/using-presenter-mobile-ipad.html,http://www.adobe.com/products/presenter.html,http://adobe.com,[5]
164091,VideoView  Mobile,ADT Corporation,245,http://www.adt.com,http://www.adt.com,,http://adt.com,[5]
164092,VideoView HD,ADT Corporation,245,http://www.adt.com,http://www.adt.com,,http://adt.com,[5]
560050,Aeropostale,"Aeropostale, Inc.",26541,http://www.aeropostale.com/helpdesk/index.jsp,http://www.aeropostale.com/helpdesk/index.jsp,http://www.aeropostale.com,http://aeropostale.com,[5]
494004,Aetna Mobile,Aetna Inc.,285,http://www.aetna.com/mobile,http://www.aetna.com/mobile,http://www.aetna.com/mobile,http://aetna.com,[5]
494011,Aetna Plan Selection,Aetna Inc.,285,http://www.aetna.com,http://www.aetna.com,,http://aetna.com,[5]
50231,Aflac Mobile,Aflac Incorporated,295,http://www.aflac.com/business/business_services/contact_us.aspx,http://www.aflac.com/business/business_services/contact_us.aspx,http://www.aflac.com/,http://aflac.com,[5]
50232,Aflac Triple Crown,Aflac Incorporated,295,http://www.aflac.com,http://www.aflac.com,,http://aflac.com,[5]
209170,Aflac Convention,Aflac Incorporated,295,http://www.aflac.com,http://www.aflac.com,,http://aflac.com,[5]
50383,AGCO Global,AGCO Corporation,186174,http://www.AGCOcorp.com,http://www.AGCOcorp.com,http://www.Applylikeapro.com,http://agcocorp.com,[5]
173568,AGCO Parts Books To Go,AGCO Corporation,186174,http://www.agcocorp.com,http://www.agcocorp.com,,http://agcocorp.com,[5]
50620,Agilent Encore Multispan Liquid Handling System - Interactive Configurator,"Agilent Technologies, Inc.",317,http://www.chem.agilent.com/en-us/promotions/pages/encore_configurator.aspx?tfa_Ihavemorequestio=true,http://www.chem.agilent.com/en-us/promotions/pages/encore_configurator.aspx?tfa_Ihavemorequestio=true,http://www.agilent.com/lifesciences/extraordinary,http://agilent.com,[5]
91605,GC Calculator,"Agilent Technologies, Inc.",317,http://www.chem.agilent.com/en-us/products/consumables/columns/gcandgc-ms/pages/GCapp.aspx,http://www.chem.agilent.com/en-us/products/consumables/columns/gcandgc-ms/pages/GCapp.aspx,,http://agilent.com,[5]
109783,LC Calculator,"Agilent Technologies, Inc.",317,http://www.agilent.com/chem/lccalcsupport,http://www.agilent.com/chem/lccalcsupport,http://www.agilent.com/,http://agilent.com,[5]
120975,MS Resource,"Agilent Technologies, Inc.",317,http://www.chem.agilent.com/en-US/Products/Instruments/ms/Pages/default.aspx,http://www.chem.agilent.com/en-US/Products/Instruments/ms/Pages/default.aspx,,http://agilent.com,[5]
158127,Tips and Tricks - Keysight Oscilloscopes,"Agilent Technologies, Inc.",317,http://www.keysight.com,http://www.keysight.com,http://www.keysight.com/,http://agilent.com,[5]
201536,ICP-MS Mobile,"Agilent Technologies, Inc.",317,http://www.chem.agilent.com/en-US/Technical-Support/Software-Informatics/ICP-MS-MassHunter-Software/Pages/default.aspx,http://www.chem.agilent.com/en-US/Technical-Support/Software-Informatics/ICP-MS-MassHunter-Software/Pages/default.aspx,http://www.chem.agilent.com/en-US/products-services/Software-Informatics/ICP-MS-MassHunter-Software/Pages/default.aspx,http://agilent.com,[5]
181261,PMPS Catalog,"Agilent Technologies, Inc.",317,http://www.agilent.com,http://www.agilent.com,,http://agilent.com,[5]
51062,Air Products Container Tracking Tool,"Air Products & Chemicals, Inc.",238371,http://www.airproducts.com,http://www.airproducts.com,http://www.airproducts.com,http://airproducts.com,[5]
132177,Pipe Pigout,"Air Products & Chemicals, Inc.",238371,http://www.airproducts.com,http://www.airproducts.com,http://www.airproducts.com/apex,http://airproducts.com,[5]
303730,Air Products Delivery Tool,"Air Products & Chemicals, Inc.",238371,http://www.airproducts.com,http://www.airproducts.com,http://www.airproducts.com,http://airproducts.com,[5]
303739,Air Products Stock Check Tool,"Air Products & Chemicals, Inc.",238371,http://www.airproducts.com,http://www.airproducts.com,http://www.airproducts.com,http://airproducts.com,[5]
847651,Air Products Gas Converter,"Air Products & Chemicals, Inc.",238371,http://www.airproducts.com/contact-us.aspx,http://www.airproducts.com/contact-us.aspx,,http://airproducts.com,[5]
816410,Airgas SRVS,"Airgas, Inc.",130385,http://www.airgas.com,http://www.airgas.com,,http://airgas.com,[5]
920002,Alaska Airlines,"Alaska Air Group, Inc.",32187,http://www.alaskaair.com/content/about-us/contact-us/contact-info.aspx?,http://www.alaskaair.com/content/about-us/contact-us/contact-info.aspx?,http://www.alaskaair.com,http://alaskaair.com,[5]
190031,Aluminate,Alcoa Inc.,130844,http://www.alcoa.com/recycling/en/info_page/iphone.asp?refer=appleistore,http://www.alcoa.com/recycling/en/info_page/iphone.asp?refer=appleistore,http://www.alcoa.com/recycling/en/info_page/home.asp?refer=appleistore,http://alcoa.com,[5]
622478,Alere Triage? MeterPro Demonstration,Alere Inc.,367,http://www.alere.com,http://www.alere.com,,http://alere.com,[5]
198557,QuitNow,Alere Inc.,367,http://www.alere.com,http://www.alere.com,,http://alere.com,[5]
501223,JUVEDERM Treatment Visualizer,"Allergan, Inc.",166084,http://www.allergan.com/contact/index.html,http://www.allergan.com/contact/index.html,,http://allergan.com,[5]
510772,Allergan iConsult,"Allergan, Inc.",166084,http://www.allergan.com/contact/index.html,http://www.allergan.com/contact/index.html,,http://allergan.com,[5]
510778,Allergan iVisualizer,"Allergan, Inc.",166084,http://www.allergan.com/contact/index.html,http://www.allergan.com/contact/index.html,,http://allergan.com,[5]
575058,Brilliant Distinctions?,"Allergan, Inc.",166084,http://www.allergan.com/contact/index.html,http://www.allergan.com/contact/index.html,,http://allergan.com,[5]
620187,MyDrops,"Allergan, Inc.",166084,http://www.allergan.com/contact/index.html,http://www.allergan.com/contact/index.html,,http://allergan.com,[5]
634133,MyTears,"Allergan, Inc.",166084,http://www.allergan.com/contact/index.html,http://www.allergan.com/contact/index.html,,http://allergan.com,[5]
650434,TechAlliance,"Allergan, Inc.",166084,http://www.allergantechalliance.com/,http://www.allergantechalliance.com/,http://www.allergan.com/contact/index.html,http://allergan.com,[5]
631957,Chronic Migraine,"Allergan, Inc.",166084,http://www.allergan.com,http://www.allergan.com,http://www.allergan.com,http://allergan.com,[5]
655857,Treatment Plan,"Allergan, Inc.",166084,http://www.allergan.com/contact/index.html,http://www.allergan.com/contact/index.html,,http://allergan.com,[5]
52841,AmmoBook,Alliant Techsystems Inc.,211025,http://www.atk.com,http://www.atk.com,,http://atk.com,[5]
52098,Ally iCollaborate,Ally Financial Inc.,31810,http://www.ally.com/help/icollaborate,http://www.ally.com/help/icollaborate,https://www.ally.com/dealer/dealer-products/insurance/,http://ally.com,[5]
148789,SmartAuction,Ally Financial Inc.,31810,https://www.ally.com/contact-us/dealer/smartauction.html#regional=smartauction,https://www.ally.com/contact-us/dealer/smartauction.html#regional=smartauction,,http://ally.com,[5]
321072,Ally Bank,Ally Financial Inc.,31810,http://www.ally.com/contact-us/,http://www.ally.com/contact-us/,http://www.ally.com,http://ally.com,[5]
321080,Ally Mobile Banking,Ally Financial Inc.,31810,http://www.ally.com/contact-us/,http://www.ally.com/contact-us/,http://www.ally.com/,http://ally.com,[5]
22537,"Kindle ? Read Books, eBooks, Magazines, Newspapers & Textbooks",Amazon.com,424,http://www.amazon.com/kindlesupport,http://www.amazon.com/kindlesupport,http://www.amazon.com/kindleapp,http://amazon.com,[5]
57488,AWS Console,Amazon.com,424,https://aws.amazon.com/premiumsupport/,https://aws.amazon.com/premiumsupport/,https://aws.amazon.com/console/mobile/,http://amazon.com,[5]
52502,Amazon Local Merchants,Amazon.com,424,http://local.amazon.com/businesses,http://local.amazon.com/businesses,,http://amazon.com,[5]
27718,Monk Billiard Academy Free,Amazon.com,424,http://astore.amazon.com/themonbilaca-20,http://astore.amazon.com/themonbilaca-20,,http://amazon.com,[5]
247232,Local Poster,Amazon.com,424,http://aws.amazon.com/,http://aws.amazon.com/,,http://amazon.com,[5]
282588,Ogoola Karuta EN,Amazon.com,424,http://www.ogoola.se,http://www.ogoola.se,http://www.amazon.com/Ogoola-Karuta-Poetry-Game/dp/9197917419/ref=sr_1_1?ie=UTF8&qid=1382212468&sr=8-1&keywords=ogoola+karuta,http://amazon.com,[5]
331992,"Amazon App: shop, browse, scan, compare, and read reviews",Amazon.com,424,http://www.amazon.com/gp/help/customer/display.html?ie=UTF8&nodeId=200287200,http://www.amazon.com/gp/help/customer/display.html?ie=UTF8&nodeId=200287200,https://www.amazon.com/iphone_app,http://amazon.com,[5]
393616,"Amazon Local ? Restaurants, hotels, and beauty offers near you",Amazon.com,424,http://local.amazon.com/help,http://local.amazon.com/help,http://local.amazon.com,http://amazon.com,[5]
524682,Our Baby App Free,Amazon.com,424,http://ourbabyapp.com/,http://ourbabyapp.com/,http://amazon.com/author/rosemarybreen,http://amazon.com,[5]
601465,Sev Zero: Air Support,Amazon.com,424,http://games.amazon.com/games/,http://games.amazon.com/games/,,http://amazon.com,[5]
610332,Amazon Instant Video,Amazon.com,424,http://www.amazon.com/gp/help/customer/display.html?ie=UTF8&nodeId=3757,http://www.amazon.com/gp/help/customer/display.html?ie=UTF8&nodeId=3757,http://www.amazon.com/gp/feature.html?&docId=1000798971,http://amazon.com,[5]
665865,Amazon Echo,Amazon.com,424,http://www.amazon.com/gp/help/customer/display.html?nodeId=201605200,http://www.amazon.com/gp/help/customer/display.html?nodeId=201605200,http://www.amazon.com/echo,http://amazon.com,[5]
665879,Amazon Music with Prime Music,Amazon.com,424,http://www.amazon.com/gp/help/customer/display.html?nodeId=200805330&pop-up=1,http://www.amazon.com/gp/help/customer/display.html?nodeId=200805330&pop-up=1,,http://amazon.com,[5]
657917,"Amazon Photos - Cloud Drive Storage, Backup and Photo Sharing",Amazon.com,424,http://www.amazon.com/gp/help/customer/display.html/ref=ap_footer_privacy_notice?ie=UTF8&nodeId=201127160,http://www.amazon.com/gp/help/customer/display.html/ref=ap_footer_privacy_notice?ie=UTF8&nodeId=201127160,http://www.amazon.com/clouddrive/learnmore,http://amazon.com,[5]
657924,Amazon Prime Now,Amazon.com,424,https://www.amazon.com/gp/help/customer/contact-us?initialIssue=prime-now,https://www.amazon.com/gp/help/customer/contact-us?initialIssue=prime-now,http://amazon.com/primenow,http://amazon.com,[5]
657934,Amazon Santa,Amazon.com,424,http://www.amazon.com/gp/help/customer/display.html,http://www.amazon.com/gp/help/customer/display.html,http://www.amazon.com/santa_app,http://amazon.com,[5]
657958,AmazonFresh,Amazon.com,424,https://fresh.amazon.com/contactUs,https://fresh.amazon.com/contactUs,http://fresh.amazon.com/Category?cat=mobile,http://amazon.com,[5]
892921,Thundercatsnyy,Amazon.com,424,http://amazon.com/shops/thundercatsnyy,http://amazon.com/shops/thundercatsnyy,,http://amazon.com,[5]
966524,Amazon Fire TV Remote,Amazon.com,424,http://www.amazon.com/gp/help/customer/display.html?nodeId=201636420,http://www.amazon.com/gp/help/customer/display.html?nodeId=201636420,http://www.amazon.com/Fire-TV-streaming-media-player/dp/B00CX5P8FC,http://amazon.com,[5]
1035991,Surprise! by Amazon,Amazon.com,424,http://amazon.com/help/giftcards,http://amazon.com/help/giftcards,,http://amazon.com,[5]
52503,Amazon Local Register: Amazon's Mobile Point of Sale - Accept Card Payments,Amazon.com,424,http://localregister.amazon.com/help,http://localregister.amazon.com/help,http://localregister.amazon.com,http://amazon.com,[5]
